route,check,severity,detail
/leaderboard,C1,3,"131 words of main content (<150)"
/about,C2,3,"first-200-chars identical across 1341 pages: e.g. /about, /age-calculator, /answers/how-does-stress-affect-life-expectancy, /answers/how-long-will-i-live"
/,T2,3,"title 103 chars (>65): ""Best Age Calculator, Celebrity Birthday Match & Life Expectancy | BornClock - Age & Birthday Calculator"""
/born-on/december-31/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on December 31 — Mallikarjun Mansur, Shrilal Shukla | BornClock"""
/born-on/december-4/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on December 4 — R. Venkataraman, I. K. Gujral | BornClock"""
/born-on/december-5/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on December 5 — Sheikh Muhammad Abdullah, Nadira | BornClock"""
/born-on/december-6/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on December 6 — Savitri, Nirupama Rao | BornClock"""
/born-on/december-8/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on December 8 — Dharmendra, Sharmila Tagore | BornClock"""
/born-on/december-9/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on December 9 — Sonia Gandhi, Dia Mirza | BornClock"""
/born-on/february-1/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 1 — Mahek Chahal, Brahmanandam | BornClock"""
/born-on/february-10/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on February 10 — Vikas Krishan Yadav, Sarah Joseph | BornClock"""
/born-on/february-11/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on February 11 — Sherlyn Chopra, Tina Ambani | BornClock"""
/born-on/february-12/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 12 — Pran, Dayananda Saraswati | BornClock"""
/born-on/february-13/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on February 13 — Somdev Devvarman, Rashami Desai | BornClock"""
/born-on/february-14/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on February 14 — Sushma Swaraj, Madhubala | BornClock"""
/born-on/february-15/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on February 15 — Meera Jasmine, Ashutosh Gowariker | BornClock"""
/born-on/february-17/india,T2,3,"title 90 chars (>65): ""Indian Celebrities Born on February 17 — Meena Alexander, K. Chandrashekar Rao | BornClock"""
/born-on/february-18/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on February 18 — Ramakrishna Paramahamsa, Manu Bhaker | BornClock"""
/born-on/february-19/india,T2,3,"title 95 chars (>65): ""Indian Celebrities Born on February 19 — Chhatrapati Shivaji Maharaj, Nalini Malani | BornClock"""
/born-on/february-2/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 2 — Shamita Shetty, Amrit Kaur | BornClock"""
/born-on/february-20/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on February 20 — Anupama Parameswaran, Annu Kapoor | BornClock"""
/born-on/february-21/india,T2,3,"title 95 chars (>65): ""Indian Celebrities Born on February 21 — Vedhika Kumar, Suryakant Tripathi 'Nirala' | BornClock"""
/born-on/february-22/india,T2,3,"title 88 chars (>65): ""Indian Celebrities Born on February 22 — Vijay Singh, Bombayla Devi Laishram | BornClock"""
/born-on/february-23/india,T2,3,"title 95 chars (>65): ""Indian Celebrities Born on February 23 — Karan Singh Grover, Bhagyashree Patwardhan | BornClock"""
/born-on/february-24/india,T2,3,"title 101 chars (>65): ""Indian Celebrities Born on February 24 — Gayatri Chakravorty Spivak, Jayaram Jayalalithaa | BornClock"""
/born-on/february-25/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 25 — Shahid Kapoor, Meher Baba | BornClock"""
/born-on/february-26/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on February 26 — Sriti Jha, Gopal Swarup Pathak | BornClock"""
/born-on/february-28/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 28 — Krishan Kant, U. Srinivas | BornClock"""
/born-on/february-3/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on February 3 — Waheeda Rehman, Raghuram Rajan | BornClock"""
/born-on/february-4/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on February 4 — Urmila Matondkar, Birju Maharaj | BornClock"""
/born-on/february-5/india,T2,3,"title 93 chars (>65): ""Indian Celebrities Born on February 5 — Duraisamy Simon Lourdusamy, Shankha Ghosh | BornClock"""
/born-on/february-6/india,T2,3,"title 91 chars (>65): ""Indian Celebrities Born on February 6 — Muhammad Zafarullah Khan, Puja Banerjee | BornClock"""
/born-on/february-7/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on February 7 — Prakash Karat, Prachee Shah Pandya | BornClock"""
/born-on/february-8/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 8 — Zakir Husain, Jagjit Singh | BornClock"""
/born-on/february-9/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on February 9 — Amrita Singh, Nicole Faria | BornClock"""
/born-on/january-1/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on January 1 — Chanakya, Satyendra Nath Bose | BornClock"""
/born-on/january-10/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on January 10 — Hrithik Roshan, Kalki Koechlin | BornClock"""
/born-on/january-11/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on January 11 — Kailash Satyarthi, Rahul Dravid | BornClock"""
/born-on/january-12/india,T2,3,"title 92 chars (>65): ""Indian Celebrities Born on January 12 — Swami Vivekananda, Maharishi Mahesh Yogi | BornClock"""
/born-on/january-13/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on January 13 — Rakesh Sharma, Durga Khote | BornClock"""
/born-on/january-14/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on January 14 — Narain Karthikeyan, Mahasweta Devi | BornClock"""
/born-on/january-15/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on January 15 — Mayawati, Neil Nitin Mukesh | BornClock"""
/born-on/january-16/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on January 16 — Sidharth Malhotra, Kabir Bedi | BornClock"""
/born-on/january-17/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on January 17 — M. G. Ramachandran, Bindu | BornClock"""
/born-on/january-18/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on January 18 — Veerappan, Minissha Lamba | BornClock"""
/born-on/january-19/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on January 19 — Karun Chandhok, Soumitra Chatterjee | BornClock"""
/born-on/january-2/india,T2,3,"title 122 chars (>65): ""Indian Celebrities Born on January 2 — Sathamangalam Ranga Iyengar Srinivasa Varadhan, Chandrashekhara Kambara | BornClock"""
/born-on/january-20/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on January 20 — Filipe Neri Ferrão, Qurratulain Hyder | BornClock"""
/born-on/january-21/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on January 21 — Sushant Singh Rajput, Kim Sharma | BornClock"""
/born-on/january-22/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on January 22 — Namrata Shirodkar, Ashwini Kalsekar | BornClock"""
/born-on/january-23/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on January 23 — Subhas Chandra Bose, Bharrat Jagdeo | BornClock"""
/born-on/january-24/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on January 24 — Riya Sen, Rajeshwari Chatterjee | BornClock"""
/born-on/january-25/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on January 25 — Mandeep Singh, Urvashi | BornClock"""
/born-on/january-26/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on January 26 — Laxmirani Majhi, Anita Nair | BornClock"""
/born-on/january-27/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on January 27 — Bobby Deol, Sabu Dastagir | BornClock"""
/born-on/january-28/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on January 28 — Shruti Haasan, Lala Lajpat Rai | BornClock"""
/born-on/january-29/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on January 29 — Gauri Lankesh, Rajyavardhan Rathore | BornClock"""
/born-on/january-3/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on January 3 — Jaswant Singh, Sugathakumari | BornClock"""
/born-on/january-30/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on January 30 — S. N. Goenka, Puja Gupta | BornClock"""
/born-on/january-31/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on January 31 — Preity Zinta, Amrita Arora | BornClock"""
/born-on/january-4/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on January 4 — Nirupa Roy, Aditya Pancholi | BornClock"""
/born-on/january-5/india,T2,3,"title 90 chars (>65): ""Indian Celebrities Born on January 5 — Deepika Padukone, Paramahansa Yogananda | BornClock"""
/born-on/january-6/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on January 6 — A. R. Rahman, Kapil Dev | BornClock"""
/born-on/january-7/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on January 7 — Irrfan Khan, Supriya Pathak | BornClock"""
/born-on/january-8/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on January 8 — Nanda, Ashapoorna Devi | BornClock"""
/born-on/january-9/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on January 9 — Farah Khan, Farhan Akhtar | BornClock"""
/born-on/july-1/india,T2,3,"title 88 chars (>65): ""Indian Celebrities Born on July 1 — Ahmed Deedat, Muppavarapu Venkaiah Naidu | BornClock"""
/born-on/july-10/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on July 10 — Rajnath Singh, Sundar Pichai | BornClock"""
/born-on/july-11/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on July 11 — Amitav Ghosh, Amit Trivedi | BornClock"""
/born-on/july-12/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on July 12 — Sharath Kamal, Sulakshana Pandit | BornClock"""
/born-on/july-13/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on July 13 — Nihal Sarin, Urvashi Sharma | BornClock"""
/born-on/july-15/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on July 15 — K.Kamarajar, Ashoke Sen | BornClock"""
/born-on/july-16/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on July 16 — Katrina Kaif, Aruna Asaf Ali | BornClock"""
/born-on/july-17/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on July 17 — Zarina Wahab, H. S. Prannoy | BornClock"""
/born-on/july-18/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on July 18 — Priyanka Chopra, Bhumi Pednekar | BornClock"""
/born-on/july-19/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on July 19 — Jayant Vishnu Narlikar, Balamani Amma | BornClock"""
/born-on/july-20/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on July 20 — Naseeruddin Shah, Gracy Singh | BornClock"""
/born-on/july-21/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on July 21 — Mallikarjun Kharge, Sandesh Jhingan | BornClock"""
/born-on/july-22/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on July 22 — Mukesh, Devendra Fadnavis | BornClock"""
/born-on/july-23/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on July 23 — Bal Gangadhar Tilak, Suriya | BornClock"""
/born-on/july-24/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on July 24 — Manoj Kumar, Azim Premji | BornClock"""
/born-on/july-25/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on July 25 — Harsimrat Kaur Badal, Maithili Thakur | BornClock"""
/born-on/july-26/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on July 26 — Jagdish Bhagwati, Jugal Hansraj | BornClock"""
/born-on/july-27/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on July 27 — Kriti Sanon, Rahul Bose | BornClock"""
/born-on/july-28/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on July 28 — Huma Qureshi, Ayesha Jhulka | BornClock"""
/born-on/july-29/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on July 29 — Sanjay Dutt, J. R. D. Tata | BornClock"""
/born-on/july-3/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on July 3 — Hansa Jivraj Mehta, Bharti Singh | BornClock"""
/born-on/july-30/india,T2,3,"title 70 chars (>65): ""Indian Celebrities Born on July 30 — Sonu Sood, Sonu Nigam | BornClock"""
/born-on/july-31/india,T2,3,"title 69 chars (>65): ""Indian Celebrities Born on July 31 — Kiara Advani, Mumtaz | BornClock"""
/born-on/july-4/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on July 4 — Gulzarilal Nanda, Yuki Bhambri | BornClock"""
/born-on/july-5/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on July 5 — P. V. Sindhu, Zayed Khan | BornClock"""
/born-on/july-6/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on July 6 — Ranveer Singh, Shyama Prasad Mukherjee | BornClock"""
/born-on/july-7/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on July 7 — MS Dhoni, Rakeysh Omprakash Mehra | BornClock"""
/born-on/july-8/india,T2,3,"title 71 chars (>65): ""Indian Celebrities Born on July 8 — Neetu Singh, Jyoti Basu | BornClock"""
/born-on/july-9/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on July 9 — Guru Dutt, Sanjeev Kumar | BornClock"""
/born-on/june-10/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on June 10 — Sundar Pichai, Malavat Poorna | BornClock"""
/born-on/june-11/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on June 11 — Lalu Prasad Yadav, Netha Hussain | BornClock"""
/born-on/june-12/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on June 12 — Padmini, Geetanjali Shree | BornClock"""
/born-on/june-13/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on June 13 — Disha Patani, Deepika Kumari | BornClock"""
/born-on/june-14/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on June 14 — Kirron Kher, Pritam Chakraborty | BornClock"""
/born-on/june-15/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on June 15 — Lakshmi Mittal, Bhaichung Bhutia | BornClock"""
/born-on/june-16/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on June 16 — Mithun Chakraborty, Hemanta Mukhopadhyay | BornClock"""
/born-on/june-17/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on June 17 — Leander Paes, Lisa Haydon | BornClock"""
/born-on/june-18/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on June 18 — Kamala Sohonie, Sara Arjun | BornClock"""
/born-on/june-19/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on June 19 — Salman Rushdie, Rahul Gandhi | BornClock"""
/born-on/june-2/india,T2,3,"title 69 chars (>65): ""Indian Celebrities Born on June 2 — Sonakshi, Mani Ratnam | BornClock"""
/born-on/june-20/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on June 20 — Droupadi Murmu, Vikram Seth | BornClock"""
/born-on/june-21/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on June 21 — Vaishali Rameshbabu, Reema Lagoo | BornClock"""
/born-on/june-22/india,T2,3,"title 67 chars (>65): ""Indian Celebrities Born on June 22 — Amrish Puri, Vijay | BornClock"""
/born-on/june-23/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on June 23 — Vikas Swarup, Raj Babbar | BornClock"""
/born-on/june-24/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on June 24 — Anita Desai, Gautam Adani | BornClock"""
/born-on/june-25/india,T2,3,"title 88 chars (>65): ""Indian Celebrities Born on June 25 — Karisma Kapoor, Vishwanath Pratap Singh | BornClock"""
/born-on/june-26/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on June 26 — Arjun Kapoor, Manpreet Singh | BornClock"""
/born-on/june-27/india,T2,3,"title 92 chars (>65): ""Indian Celebrities Born on June 27 — Bankim Chandra Chattopadhyay, Amala Shankar | BornClock"""
/born-on/june-28/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on June 28 — P. V. Narasimha Rao, Jasmin Bhasin | BornClock"""
/born-on/june-29/india,T2,3,"title 92 chars (>65): ""Indian Celebrities Born on June 29 — Prasanta Chandra Mahalanobis, Upasana Singh | BornClock"""
/born-on/june-3/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on June 3 — George Fernandes, Sarika | BornClock"""
/born-on/june-30/india,T2,3,"title 96 chars (>65): ""Indian Celebrities Born on June 30 — Amir Khusrau, Chintamani Nagesa Ramachandra Rao | BornClock"""
/born-on/june-4/india,T2,3,"title 66 chars (>65): ""Indian Celebrities Born on June 4 — Nutan, Anil Ambani | BornClock"""
/born-on/june-5/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on June 5 — Yogi Adityanath, Ramesh Krishnan | BornClock"""
/born-on/june-6/india,T2,3,"title 67 chars (>65): ""Indian Celebrities Born on June 6 — Sunil Dutt, Bhavana | BornClock"""
/born-on/june-7/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on June 7 — Amrita Rao, Mahesh Bhupathi | BornClock"""
/born-on/june-8/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on June 8 — Dimple Kapadia, Atishi Marlena | BornClock"""
/born-on/june-9/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on June 9 — Sonam Kapoor, Ameesha Patel | BornClock"""
/born-on/march-1/india,T2,3,"title 71 chars (>65): ""Indian Celebrities Born on March 1 — Mary Kom, M. K. Stalin | BornClock"""
/born-on/march-10/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on March 10 — Omar Abdullah, Asghar Ali Engineer | BornClock"""
/born-on/march-12/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on March 12 — Shreya Ghoshal, Kyra Dutt | BornClock"""
/born-on/march-13/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on March 13 — Nimrat Kaur, Varun Gandhi | BornClock"""
/born-on/march-14/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on March 14 — Aamir Khan, Irom Chanu Sharmila | BornClock"""
/born-on/march-15/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on March 15 — Abhay Deol, Sunetra Gupta | BornClock"""
/born-on/march-16/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on March 16 — Bipin Rawat, Ananya Khare | BornClock"""
/born-on/march-17/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on March 17 — Kalpana Chawla, Dr. Puneeth Rajkumar | BornClock"""
/born-on/march-18/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on March 18 — Shashi Kapoor, Ratna Pathak | BornClock"""
/born-on/march-2/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on March 2 — Tiger Shroff, Mithan Jamshed Lam | BornClock"""
/born-on/march-20/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on March 20 — Alka Yagnik, Gayatri Joshi | BornClock"""
/born-on/march-21/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on March 21 — Rani Mukherjee, Bismillah Khan | BornClock"""
/born-on/march-23/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on March 23 — Kangana Ranaut, Smriti Irani | BornClock"""
/born-on/march-25/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on March 25 — Leslie Claudius, Farooq Sheikh | BornClock"""
/born-on/march-26/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on March 26 — Subhash Kak, Mahadevi Varma | BornClock"""
/born-on/march-27/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on March 27 — Ram Charan, Lakshmi N. Menon | BornClock"""
/born-on/march-28/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on March 28 — Akshaye Khanna, Moon Moon Sen | BornClock"""
/born-on/march-29/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on March 29 — Utpal Dutt, Aditi Ashok | BornClock"""
/born-on/march-3/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on March 3 — Shraddha Kapoor, Jamsetji Tata | BornClock"""
/born-on/march-30/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on March 30 — Devika Rani, Palak Muchhal | BornClock"""
/born-on/march-31/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on March 31 — Koneru Humpy, Meira Kumar | BornClock"""
/born-on/march-4/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on March 4 — Rohan Bopanna, Kamalinee Mukherjee | BornClock"""
/born-on/march-5/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on March 5 — Aarthi Aggarwal, Shivraj Singh Chouhan | BornClock"""
/born-on/march-7/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on March 7 — Anupam Kher, Arnab Ranjan Goswami | BornClock"""
/born-on/march-8/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on March 8 — Vasundhara Raje, Harmanpreet Kaur | BornClock"""
/born-on/march-9/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on March 9 — Shashi Tharoor, Zakir Hussain | BornClock"""
/born-on/may-1/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on May 1 — Anushka Sharma, Diana Hayden | BornClock"""
/born-on/may-10/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on May 10 — Pendyala Harikrishna, Nayantara Sahgal | BornClock"""
/born-on/may-11/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on May 11 — Saadat Hasan Manto, Adah Sharma | BornClock"""
/born-on/may-12/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on May 12 — Jiddu Krishnamurti, Adaa Khan | BornClock"""
/born-on/may-13/india,T2,3,"title 98 chars (>65): ""Indian Celebrities Born on May 13 — Fakhruddin Ali Ahmed, Gurudev Sri Sri Ravi Shankar | BornClock"""
/born-on/may-14/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on May 14 — Manushi Chhillar, Zarine Khan | BornClock"""
/born-on/may-15/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on May 15 — Madhuri Dixit, Shiney Ahuja | BornClock"""
/born-on/may-16/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on May 16 — Sonal Chauhan, K. Natwar Singh | BornClock"""
/born-on/may-17/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on May 17 — Nushrratt Bharuccha, Pankaj Udhas | BornClock"""
/born-on/may-18/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on May 18 — H. D. Deve Gowda, Shivangi Joshi | BornClock"""
/born-on/may-19/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on May 19 — Neelam Sanjiva Reddy, Nawazuddin Siddiqui | BornClock"""
/born-on/may-2/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on May 2 — Soumya Swaminathan, Mario Miranda | BornClock"""
/born-on/may-20/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on May 20 — N. T. Rama Rao Jr., P. T. Usha | BornClock"""
/born-on/may-21/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on May 21 — Aditya Chopra, Aditi Gowitrikar | BornClock"""
/born-on/may-22/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on May 22 — Mehbooba Mufti, Devdas Gandhi | BornClock"""
/born-on/may-23/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on May 23 — Palden Thondup Namgyal, Gayatri Devi | BornClock"""
/born-on/may-24/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on May 24 — Kazi Nazrul Islam, Bachendri Pal | BornClock"""
/born-on/may-25/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on May 25 — Karan Johar, Baselios Cleemis | BornClock"""
/born-on/may-26/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on May 26 — Sushil Kumar, Tarsem Singh | BornClock"""
/born-on/may-27/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on May 27 — Nitin Gadkari, Ravi Shastri | BornClock"""
/born-on/may-28/india,T2,3,"title 88 chars (>65): ""Indian Celebrities Born on May 28 — Vinayak Damodar Savarkar, N. T. Rama Rao | BornClock"""
/born-on/may-29/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on May 29 — Tenzing Norgay, Gukesh D | BornClock"""
/born-on/may-3/india,T2,3,"title 90 chars (>65): ""Indian Celebrities Born on May 3 — Vengalil Krishnan Krishna Menon, Uma Bharti | BornClock"""
/born-on/may-30/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on May 30 — Jennifer Winget, Paresh Rawal | BornClock"""
/born-on/may-31/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on May 31 — Sobhita Dhulipala, Kalpana Lajmi | BornClock"""
/born-on/may-4/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on May 4 — Trisha Krishnan, Anna Chandy | BornClock"""
/born-on/may-5/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on May 5 — Zail Singh, Gulshan Kumar | BornClock"""
/born-on/may-6/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on May 6 — Gagan Narang, Shahana Goswami | BornClock"""
/born-on/may-7/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on May 7 — Rabindranath Tagore, Amyra Dastur | BornClock"""
/born-on/may-8/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on May 8 — Sreejesh Ravindran, Devi Shetty | BornClock"""
/born-on/may-9/india,T2,3,"title 85 chars (>65): ""Indian Celebrities Born on May 9 — Gopal Krishna Gokhale, Maharana Pratap | BornClock"""
/born-on/november-1/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on November 1 — Ileana D'Cruz, Nita Ambani | BornClock"""
/born-on/november-10/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on November 10 — Ajaypal Singh Banga, Ashutosh Rana | BornClock"""
/born-on/november-11/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on November 11 — Abul Kalam Azad, Mala Sinha | BornClock"""
/born-on/november-12/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on November 12 — Salim Ali, Rohini Godbole | BornClock"""
/born-on/november-13/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on November 13 — Juhi Chawla, Nikita Dutta | BornClock"""
/born-on/november-14/india,T2,3,"title 85 chars (>65): ""Indian Celebrities Born on November 14 — Jawaharlal Nehru, Mamta Mohandas | BornClock"""
/born-on/november-15/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on November 15 — Sania Mirza, Cornelia Sorabji | BornClock"""
/born-on/november-16/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on November 16 — Aditya Roy Kapur, Meenakshi Seshadri | BornClock"""
/born-on/november-17/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on November 17 — Shobhna Samarth, Chanda Kochhar | BornClock"""
/born-on/november-18/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on November 18 — Zubeen Garg, Nayanthara | BornClock"""
/born-on/november-19/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on November 19 — Indira Gandhi, Rani Lakshmibai | BornClock"""
/born-on/november-2/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on November 2 — Esha Deol, Aga Khan III | BornClock"""
/born-on/november-20/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on November 20 — Tipu Sultan, Milkha Singh | BornClock"""
/born-on/november-21/india,T2,3,"title 71 chars (>65): ""Indian Celebrities Born on November 21 — Neha Sharma, Helen | BornClock"""
